"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Quantidade produzida (Toneladas)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Caseiros (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"36";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"468";"-";"-";"-";"-";"1";"-";"-";"875";"-";"-";"-";"-";"-";"575"
"Catuípe (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"300";"-";"-";"-";"140";"20";"-";"-";"-";"-";"-";"3";"-";"-";"70";"-";"-";"30";"-";"-";"140"
"Caxias do Sul (RS)";"90";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"19020";"-";"-";"-";"-";"-";"250";"150";"-";"2100";"32";"60786";"-";"-";"30";"-";"-";"-";"4070";"11700";"-";"-";"1950";"-";"-";"60928"
"Centenário (RS)";"-";"-";"-";"-";"175";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"2640";"-";"-";"-";"4900";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"40";"-";"-";"104"
"Cerrito (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"-"
"Cerro Branco (RS)";"40";"-";"-";"-";"25";"-";"...";"-";"-";"-";"-";"...";"11";"-";"-";"-";"-";"-";"12";"8";"-";"120";"60";"-";"-";"-";"-";"-";"1";"-";"12";"54";"-";"-";"100";"-";"-";"50"
"Cerro Grande (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"375";"-";"-";"-";"-";"-";"-";"-";"-";"-";"40";"-";"-";"40";"-";"-";"20"
"Cerro Grande do Sul (RS)";"-";"-";"-";"-";"13";"-";"...";"-";"-";"-";"-";"...";"9";"-";"-";"-";"-";"-";"4";"22";"-";"60";"14";"-";"-";"-";"-";"-";"-";"-";"9";"2";"-";"-";"60";"-";"-";"51"
"Cerro Largo (RS)";"10";"-";"-";"-";"20";"-";"...";"-";"-";"-";"-";"...";"8";"-";"-";"-";"-";"-";"8";"-";"-";"276";"30";"-";"-";"-";"-";"-";"3";"-";"-";"64";"-";"-";"216";"-";"-";"20"
"Chapada (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"10";"-";"-";"-";"-";"1400";"-";"-";"-";"600";"-";"-";"-";"-";"-";"-";"12";"-";"15";"140";"-";"-";"100";"-";"-";"80"
"Charqueadas (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"61";"-";"-";"-"
"Charrua (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"28";"-";"-";"550";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"72";"-";"-";"372"
"Chiapetta (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"10";"-";"-";"-";"70";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"30";"-";"-";"40"
"Chuvisca (RS)";"-";"-";"-";"3";"10";"-";"...";"-";"-";"-";"-";"...";"2";"-";"-";"-";"-";"-";"6";"40";"-";"240";"15";"-";"-";"-";"-";"-";"2";"-";"7";"4";"-";"-";"85";"-";"-";"32"
"Cidreira (RS)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Ciríaco (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"20";"-";"-";"-";"48";"-";"-";"-";"-";"-";"-";"5";"-";"-";"58";"-";"-";"56";"-";"-";"77"
"Colinas (RS)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"3";"5";"-";"30";"-";"-";"-";"-";"-";"-";"7";"-";"-";"10";"-";"-";"25";"-";"-";"140"
"Colorado (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"300";"-";"-";"-";"-";"-";"-";"-";"-";"-";"32";"-";"-";"105";"-";"-";"50"
"Condor (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"55";"-";"-";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"24";"-";"-";"12"
"Constantina (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"30";"-";"-";"-";"4422";"10";"-";"-";"-";"-";"-";"14";"-";"-";"9";"-";"-";"9";"-";"-";"110"
"Coqueiro Baixo (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"63";"-";"-";"-";"108";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"63";"-";"-";"136"
"Coqueiros do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"42";"-";"-";"-";"144";"11";"-";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"70";"-";"-";"-"
"Coronel Barros (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"24";"-";"-";"12"
"Coronel Bicaco (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"700";"-";"-";"-";"80";"10";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"56";"-";"-";"80"
"Coronel Pilar (RS)";"30";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"30";"-";"-";"-";"-";"-";"20";"-";"-";"384";"-";"-";"-";"-";"-";"-";"10";"-";"-";"120";"-";"-";"70";"-";"-";"17058"
"Cotiporã (RS)";"10";"-";"-";"-";"53";"-";"...";"-";"-";"-";"-";"...";"204";"-";"-";"-";"-";"50";"20";"9";"-";"224";"10";"-";"-";"-";"-";"-";"9";"-";"16";"252";"-";"-";"765";"2";"-";"22660"
"Coxilha (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"135";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16";"-";"-";"-";"-";"-";"18"
"Crissiumal (RS)";"32";"-";"-";"-";"150";"-";"...";"-";"-";"-";"-";"...";"21";"-";"-";"-";"-";"-";"12";"24";"-";"431";"25";"-";"15";"24";"-";"-";"5";"-";"7";"120";"-";"-";"243";"-";"-";"320"
"Cristal (RS)";"-";"-";"-";"-";"6";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"12";"-";"-";"-";"-";"-";"15";"-";"10";"10";"-";"-";"40";"-";"-";"12"
"Cristal do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"50";"-";"-";"-";"305";"20";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"16";"-";"-";"64"
"Cruz Alta (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"16";"-";"-";"-";"-";"20";"6";"-";"-";"70";"24";"-";"-";"-";"-";"-";"2";"-";"-";"24";"-";"-";"71";"-";"-";"48"
"Cruzaltense (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"25";"-";"-";"-";"126";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"40";"-";"-";"420"
"Cruzeiro do Sul (RS)";"40";"-";"-";"-";"110";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"12";"-";"-";"-";"270";"42";"-";"-";"-";"-";"-";"20";"-";"-";"20";"-";"-";"136";"-";"-";"54"
"David Canabarro (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"35";"-";"-";"-";"-";"-";"17";"-";"-";"180";"-";"-";"-";"-";"-";"-";"3";"-";"-";"11";"-";"-";"-";"-";"-";"644"
"Derrubadas (RS)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"100";"12";"-";"-";"-";"-";"-";"-";"-";"-";"21";"-";"-";"63";"-";"-";"40"
"Dezesseis de Novembro (RS)";"3";"-";"-";"-";"9";"-";"...";"-";"-";"-";"-";"...";"8";"-";"-";"-";"-";"-";"7";"3";"-";"60";"12";"-";"-";"5";"-";"-";"-";"-";"-";"5";"-";"-";"40";"-";"-";"2"
"Dilermando de Aguiar (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"11";"-";"-";"-";"-";"-";"-";"-";"-";"59";"3";"-";"-";"-";"-";"-";"7";"-";"-";"18";"-";"-";"13";"-";"-";"24"
"Dois Irmãos (RS)";"-";"-";"-";"-";"13";"-";"...";"-";"-";"-";"-";"...";"15";"-";"-";"-";"-";"-";"15";"15";"-";"84";"76";"-";"3";"9";"-";"-";"1";"-";"-";"20";"-";"-";"86";"-";"-";"60"
"Dois Irmãos das Missões (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"300";"-";"-";"-";"14";"6";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"5"
"Dois Lajeados (RS)";"5";"-";"-";"1";"6";"-";"...";"-";"-";"-";"-";"...";"10";"-";"-";"-";"-";"290";"6";"40";"-";"812";"24";"-";"-";"-";"-";"-";"10";"-";"6";"36";"-";"-";"290";"-";"-";"9870"
"Dom Feliciano (RS)";"-";"-";"-";"27";"12";"-";"...";"-";"-";"-";"-";"...";"20";"-";"-";"-";"-";"-";"3";"11";"-";"530";"76";"-";"-";"-";"-";"-";"2";"-";"20";"40";"-";"-";"137";"-";"-";"416"
"Dom Pedro de Alcântara (RS)";"-";"-";"-";"-";"10500";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"39";"-";"-";"-";"-";"175";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20"
"Dom Pedrito (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"740"
"Dona Francisca (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"14"
"Doutor Maurício Cardoso (RS)";"6";"-";"-";"-";"18";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"20";"-";"4";"-";"72";"48";"-";"24";"6";"-";"-";"7";"-";"3";"15";"-";"-";"40";"-";"-";"18"
"Doutor Ricardo (RS)";"-";"-";"-";"-";"17";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"713";"-";"-";"-";"108";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"30";"-";"-";"178"
"Eldorado do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"134";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Encantado (RS)";"6";"-";"-";"-";"120";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"85";"37";"28";"-";"320";"20";"-";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"102";"-";"-";"62"
"Encruzilhada do Sul (RS)";"-";"-";"-";"210";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"420";"-";"93";"-";"-";"-";"-";"8";"-";"-";"20";"-";"-";"150";"-";"-";"2448"
"Engenho Velho (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"12";"-";"-";"-";"113";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16";"-";"-";"-"
"Entre-Ijuís (RS)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"200";"20";"-";"-";"-";"-";"-";"20";"-";"-";"36";"-";"-";"48";"-";"-";"240"
"Entre Rios do Sul (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"350";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60"
"Erebango (RS)";"8";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"8";"-";"-";"-";"-";"1250";"5";"-";"-";"24";"7";"-";"-";"-";"-";"-";"3";"-";"-";"28";"-";"-";"20";"-";"-";"160"
"Erechim (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"24";"-";"-";"-";"-";"2000";"32";"-";"-";"840";"9";"-";"-";"-";"-";"-";"4";"-";"-";"150";"-";"-";"150";"-";"-";"600"
"Ernestina (RS)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Herval (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-"
"Erval Grande (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"760";"-";"-";"-";"5400";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"100";"-";"-";"125"
"Erval Seco (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"15";"-";"-";"-";"-";"700";"-";"-";"-";"200";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"16"
"Esmeralda (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"135";"-";"-";"-";"-";"-";"320";"-";"-";"-";"-";"-";"-";"-";"75";"-";"-";"-";"-";"-";"50"
"Esperança do Sul (RS)";"18";"-";"-";"-";"68";"-";"...";"-";"-";"-";"-";"...";"8";"-";"-";"-";"-";"-";"-";"40";"-";"225";"12";"-";"17";"-";"-";"-";"-";"-";"-";"30";"-";"-";"60";"-";"-";"70"
"Espumoso (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"10";"-";"-";"1680";"-";"-";"-";"-";"-";"-";"20";"-";"-";"36";"-";"-";"72";"-";"-";"130"
"Estação (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"28";"7";"-";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"40"
"Estância Velha (RS)";"17";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"110";"30";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"115";"-";"-";"33"
"Esteio (RS)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Estrela (RS)";"-";"-";"-";"-";"21";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"158";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"42";"-";"-";"60"
"Estrela Velha (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"9";"-";"-";"-";"-";"-";"4";"-";"-";"175";"14";"-";"-";"-";"-";"-";"2";"-";"5";"10";"-";"-";"63";"-";"-";"15"
"Eugênio de Castro (RS)";"-";"-";"-";"-";"3";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60";"9";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"21";"-";"-";"2"
"Fagundes Varela (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"13";"-";"-";"-";"-";"-";"16";"-";"-";"191";"9";"15";"-";"-";"-";"-";"1";"-";"15";"40";"-";"-";"122";"312";"-";"5006"
"Farroupilha (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"3750";"-";"-";"-";"-";"-";"36";"-";"-";"1875";"-";"1218";"-";"-";"-";"-";"-";"-";"280";"9600";"-";"-";"600";"-";"-";"59200"
"Faxinal do Soturno (RS)";"-";"-";"-";"-";"30";"-";"...";"-";"-";"-";"-";"...";"8";"-";"-";"-";"-";"-";"5";"-";"-";"150";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"50";"-";"-";"15"
"Faxinalzinho (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"200";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20"
"Fazenda Vilanova (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"318";"-";"-";"-";"-";"-";"-";"-";"-";"-";"132";"-";"-";"58";"-";"-";"119"
"Feliz (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"1296";"400";"-";"19";"72";"-";"-";"-";"-";"-";"2";"-";"-";"103";"-";"-";"35";"-";"-";"200"
"Flores da Cunha (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"360";"-";"-";"-";"-";"-";"45";"-";"-";"480";"12";"500";"-";"-";"-";"-";"2";"-";"75";"2696";"-";"-";"121";"-";"-";"116075"
"Floriano Peixoto (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"8";"-";"-";"-";"-";"450";"10";"-";"-";"200";"-";"-";"-";"-";"-";"-";"5";"-";"-";"96";"-";"-";"40";"-";"-";"385"
"Fontoura Xavier (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"20778";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"50"
"Formigueiro (RS)";"28";"-";"-";"-";"19";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"12";"-";"-";"328";"12";"-";"-";"-";"-";"-";"1";"-";"-";"16";"-";"-";"221";"-";"-";"66"
"Forquetinha (RS)";"-";"-";"-";"-";"16";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"56";"-";"-";"4"
"Fortaleza dos Valos (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"30";"-";"-";"-";"190";"-";"-";"-";"-";"-";"-";"-";"-";"-";"35";"-";"-";"60";"-";"-";"6"
"Frederico Westphalen (RS)";"-";"-";"-";"-";"14";"-";"...";"-";"-";"-";"-";"...";"8";"-";"-";"-";"-";"20";"11";"17";"-";"216";"45";"-";"6";"-";"-";"-";"15";"-";"-";"14";"-";"-";"85";"-";"-";"233"
"Garibaldi (RS)";"30";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"20";"-";"-";"-";"-";"-";"40";"-";"-";"150";"8";"-";"-";"-";"-";"-";"4";"-";"-";"90";"-";"-";"50";"-";"-";"36231"
"Garruchos (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"18";"-";"-";"-";"-";"-";"80";"-";"-";"15";"-";"-";"72";"-";"-";"24"
"Gaurama (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"4000";"24";"-";"-";"600";"-";"-";"-";"-";"-";"-";"4";"-";"-";"40";"-";"-";"60";"-";"-";"90"
"General Câmara (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"117";"-";"-";"-";"-";"-";"-";"130";"-";"-";"-";"-";"-";"47";"-";"-";"525"
"Gentil (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"49";"5";"-";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"18"
"Getúlio Vargas (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"3750";"16";"-";"-";"200";"20";"-";"-";"-";"-";"-";"10";"-";"-";"60";"-";"-";"36";"-";"-";"140"
"Giruá (RS)";"10";"-";"-";"-";"16";"-";"...";"-";"-";"-";"-";"...";"8";"-";"-";"-";"-";"-";"-";"-";"-";"123";"13";"-";"-";"-";"-";"-";"-";"-";"-";"58";"-";"-";"98";"-";"-";"60"
"Glorinha (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"389";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"114";"-";"-";"-"
"Gramado (RS)";"-";"-";"-";"16";"33";"-";"...";"-";"-";"-";"-";"...";"14";"-";"-";"-";"-";"-";"189";"-";"-";"84";"-";"90";"-";"-";"-";"-";"6";"-";"-";"126";"-";"-";"9";"-";"-";"518"
"Gramado dos Loureiros (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1850";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"48";"-";"-";"16"
"Gramado Xavier (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"40";"-";"-";"-";"-";"66";"15";"-";"-";"216";"-";"-";"-";"-";"-";"-";"1";"-";"16";"8";"-";"-";"60";"-";"-";"200"
"Gravataí (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Guabiju (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"10";"-";"-";"-";"-";"-";"20";"-";"-";"100";"-";"-";"-";"-";"-";"-";"1";"-";"-";"8";"-";"-";"75";"-";"-";"60"
"Guaíba (RS)";"-";"-";"-";"84";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-"
"Guaporé (RS)";"16";"-";"-";"-";"12";"-";"...";"-";"-";"-";"-";"...";"36";"-";"-";"-";"-";"1512";"51";"-";"-";"1770";"6";"-";"-";"-";"-";"-";"8";"-";"3";"32";"-";"-";"75";"-";"-";"4120"
"Guarani das Missões (RS)";"24";"-";"-";"-";"16";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"6";"-";"-";"500";"16";"-";"-";"-";"-";"-";"21";"-";"12";"80";"-";"-";"108";"-";"-";"100"
"Harmonia (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4116";"4023";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5376";"-";"-";"33"
"Herveiras (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25";"10";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"30";"-";"-";"4"
"Horizontina (RS)";"18";"-";"-";"-";"90";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"10";"2";"5";"-";"200";"27";"-";"18";"11";"-";"-";"3";"-";"-";"14";"-";"-";"160";"-";"-";"50"
"Hulha Negra (RS)";"-";"-";"-";"2";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"127";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90"
"Humaitá (RS)";"11";"-";"-";"-";"24";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"225";"-";"-";"-";"225";"5";"-";"-";"15";"-";"-";"-";"-";"-";"20";"-";"-";"150";"-";"-";"64"
"Ibarama (RS)";"105";"-";"-";"10";"21";"-";"...";"-";"-";"-";"-";"...";"20";"-";"-";"-";"-";"-";"45";"10";"-";"367";"23";"-";"-";"-";"-";"-";"8";"-";"20";"45";"-";"-";"140";"-";"-";"360"
"Ibiaçá (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"50";"-";"-";"-";"-";"-";"27";"-";"-";"150";"12";"-";"-";"-";"-";"-";"4";"-";"24";"80";"-";"-";"-";"-";"-";"180"
"Ibiraiaras (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"40";"-";"-";"-";"-";"-";"366"
"Ibirapuitã (RS)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"450";"-";"-";"-";"91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"58";"-";"-";"-";"-";"-";"80"
