"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Área destinada à colheita (Hectares)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Codajás (AM)";"-";"-";"2600";"-";"65";"-";"...";"20";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"10";"-";"15";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Eirunepé (AM)";"3";"-";"10";"-";"80";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"10";"-";"-";"-";"-";"-";"6";"8";"-";"7";"-";"12";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-"
"Envira (AM)";"2";"-";"7";"-";"261";"-";"...";"-";"16";"-";"16";"...";"-";"-";"-";"10";"-";"-";"-";"-";"-";"4";"2";"-";"2";"-";"1";"-";"-";"-";"-";"-";"-";"-";"1";"-";"3";"-"
"Fonte Boa (AM)";"10";"-";"50";"-";"40";"-";"...";"3";"-";"-";"-";"...";"-";"-";"-";"1";"-";"-";"-";"-";"-";"5";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Guajará (AM)";"1";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Humaitá (AM)";"-";"-";"1600";"-";"400";"-";"...";"20";"260";"-";"260";"...";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"5";"-";"5";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ipixuna (AM)";"1";"-";"4";"-";"30";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-"
"Iranduba (AM)";"2";"-";"50";"-";"341";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"200";"-";"-";"-";"20";"-";"225";"133";"-";"255";"-";"215";"-";"-";"-";"-";"-";"-";"-";"19";"-";"-";"-"
"Itacoatiara (AM)";"19";"-";"72";"-";"606";"-";"...";"21";"7";"-";"7";"...";"-";"-";"-";"66";"-";"-";"-";"63";"120";"86";"65";"-";"85";"-";"165";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-"
"Itamarati (AM)";"2";"-";"30";"-";"40";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"10";"-";"-";"-";"-";"-";"2";"2";"-";"4";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Itapiranga (AM)";"-";"-";"-";"-";"15";"-";"...";"2";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"1";"-";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Japurá (AM)";"-";"-";"12";"-";"19";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Juruá (AM)";"-";"-";"20";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jutaí (AM)";"2";"-";"12";"-";"146";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lábrea (AM)";"-";"-";"53";"-";"220";"-";"...";"-";"66";"-";"66";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Manacapuru (AM)";"-";"-";"120";"-";"750";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"30";"20";"460";"64";"-";"360";"-";"500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Manaquiri (AM)";"-";"-";"8";"-";"100";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"6";"-";"60";"2";"-";"5";"-";"12";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-"
"Manaus (AM)";"-";"-";"62";"-";"26";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"28";"-";"-";"-";"-";"-";"211";"28";"-";"22";"-";"10";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-"
"Manicoré (AM)";"-";"-";"65";"-";"3300";"-";"...";"150";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Maraã (AM)";"-";"-";"15";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Maués (AM)";"-";"-";"-";"-";"70";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"5";"-";"-";"-";"-";"2250";"5";"6";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nhamundá (AM)";"-";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1";"-";"-";"-";"1";"-";"5";"3";"-";"1";"2";"1";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-"
"Nova Olinda do Norte (AM)";"-";"-";"18";"-";"80";"-";"...";"90";"6";"-";"6";"...";"-";"-";"-";"-";"-";"-";"-";"5";"2";"5";"5";"-";"7";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Airão (AM)";"-";"-";"15";"-";"50";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"14";"-";"-";"-";"-";"-";"7";"1";"-";"5";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Aripuanã (AM)";"-";"-";"70";"-";"585";"-";"...";"115";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"6";"20";"9";"7";"-";"5";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Parintins (AM)";"-";"-";"-";"-";"45";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"2";"-";"-";"-";"2";"70";"2";"3";"-";"3";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pauini (AM)";"2";"-";"-";"-";"350";"-";"...";"6";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"3";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Presidente Figueiredo (AM)";"2";"-";"200";"-";"295";"-";"...";"-";"10";"-";"10";"...";"-";"-";"-";"175";"-";"-";"-";"8";"408";"80";"28";"-";"15";"-";"8";"-";"-";"-";"-";"-";"2";"-";"5";"-";"-";"-"
"Rio Preto da Eva (AM)";"4";"-";"190";"-";"650";"-";"...";"-";"45";"-";"45";"...";"-";"-";"-";"134";"-";"-";"-";"30";"-";"800";"6";"-";"80";"-";"12";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-"
"Santa Isabel do Rio Negro (AM)";"1";"-";"20";"-";"19";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-"
"Santo Antônio do Içá (AM)";"6";"-";"35";"-";"100";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"2";"-";"-";"-";"5";"-";"-";"3";"-";"12";"8";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gabriel da Cachoeira (AM)";"4";"-";"50";"-";"60";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"21";"-";"-";"-";"1";"-";"4";"40";"-";"4";"-";"3";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-"
"São Paulo de Olivença (AM)";"3";"-";"6";"-";"200";"-";"...";"1";"1";"-";"1";"...";"-";"-";"-";"10";"-";"-";"-";"3";"-";"4";"5";"-";"10";"5";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-"
"São Sebastião do Uatumã (AM)";"-";"-";"-";"-";"42";"-";"...";"-";"4";"-";"4";"...";"-";"-";"-";"4";"-";"-";"-";"7";"22";"3";"-";"-";"1";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-"
"Silves (AM)";"-";"-";"22";"-";"5";"-";"...";"-";"7";"-";"7";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tabatinga (AM)";"3";"-";"4";"-";"35";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"4";"-";"-";"-";"2";"2";"5";"9";"-";"3";"3";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-"
"Tapauá (AM)";"-";"-";"170";"-";"110";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"2";"-";"2";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tefé (AM)";"4";"-";"85";"-";"90";"-";"...";"25";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"15";"-";"13";"3";"-";"3";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tonantins (AM)";"1";"-";"12";"-";"40";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"5";"-";"1";"3";"-";"8";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Uarini (AM)";"-";"-";"17";"-";"20";"-";"...";"4";"-";"-";"-";"...";"-";"-";"-";"4";"-";"-";"-";"2";"-";"3";"2";"-";"2";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Urucará (AM)";"-";"-";"8";"-";"68";"-";"...";"22";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"515";"13";"2";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"2";"-";"2";"-"
"Urucurituba (AM)";"-";"-";"15";"-";"60";"-";"...";"100";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"3";"6";"5";"-";"8";"-";"12";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-"
"Amajari (RR)";"-";"-";"13";"-";"200";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"5";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alto Alegre (RR)";"-";"-";"-";"-";"60";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"45";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Boa Vista (RR)";"-";"-";"-";"-";"200";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"10";"-";"-";"-";"-";"-";"80";"50";"-";"80";"40";"40";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-"
"Bonfim (RR)";"-";"-";"-";"-";"250";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20";"15";"-";"-";"-";"300";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cantá (RR)";"-";"-";"-";"-";"50";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"40";"40";"-";"30";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caracaraí (RR)";"-";"-";"-";"-";"150";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"200";"500";"-";"7";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caroebe (RR)";"-";"-";"200";"-";"2350";"-";"...";"260";"-";"-";"-";"...";"-";"-";"-";"5";"316";"-";"-";"-";"-";"50";"10";"-";"5";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Iracema (RR)";"-";"-";"8";"-";"40";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"14";"-";"2";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mucajaí (RR)";"-";"-";"40";"-";"450";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"65";"19";"-";"50";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Normandia (RR)";"-";"-";"-";"-";"100";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"10";"-";"-";"-";"-";"-";"5";"3";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pacaraima (RR)";"-";"-";"4";"-";"250";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"4";"-";"10";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rorainópolis (RR)";"-";"-";"120";"-";"150";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"12";"2000";"-";"-";"-";"-";"200";"50";"-";"15";"-";"25";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-"
"São João da Baliza (RR)";"-";"-";"35";"-";"1080";"-";"...";"12";"-";"-";"-";"...";"-";"-";"-";"20";"1775";"-";"-";"10";"-";"40";"-";"-";"3";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Luiz (RR)";"-";"-";"30";"-";"500";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"40";"298";"-";"-";"-";"-";"60";"20";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Uiramutã (RR)";"-";"-";"-";"-";"20";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"Abaetetuba (PA)";"-";"-";"23000";"-";"50";"-";"...";"140";"20";"-";"20";"...";"-";"-";"-";"385";"2000";"-";"-";"-";"-";"30";"10";"-";"-";"-";"20";"-";"-";"-";"-";"-";"20";"-";"-";"-";"5";"-"
"Abel Figueiredo (PA)";"-";"-";"23";"-";"3";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-"
"Acará (PA)";"-";"-";"10000";"-";"150";"-";"...";"1120";"-";"-";"-";"...";"-";"-";"-";"2100";"20000";"-";"-";"-";"-";"40";"50";"-";"5";"-";"12";"-";"-";"-";"-";"-";"1000";"-";"-";"-";"-";"-"
"Afuá (PA)";"-";"-";"-";"-";"40";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Água Azul do Norte (PA)";"-";"-";"35";"-";"80";"-";"...";"150";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alenquer (PA)";"-";"-";"1041";"-";"400";"-";"...";"616";"-";"-";"-";"...";"-";"-";"-";"49";"-";"-";"-";"-";"-";"210";"390";"-";"15";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Almeirim (PA)";"-";"-";"130";"-";"55";"-";"...";"45";"25";"-";"25";"...";"-";"25";"-";"16";"-";"-";"-";"-";"-";"9";"-";"-";"21";"-";"25";"-";"-";"-";"-";"-";"35";"-";"-";"-";"-";"-"
"Altamira (PA)";"-";"-";"44";"-";"1420";"-";"...";"5666";"-";"-";"-";"...";"-";"-";"-";"15";"-";"-";"-";"4";"-";"15";"8";"-";"4";"-";"10";"-";"-";"-";"-";"-";"5";"-";"-";"-";"20";"-"
"Anajás (PA)";"-";"-";"12200";"-";"175";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ananindeua (PA)";"-";"-";"27";"-";"11";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Anapu (PA)";"-";"-";"295";"-";"1000";"-";"...";"10113";"-";"-";"-";"...";"-";"-";"-";"77";"-";"-";"-";"-";"-";"35";"7";"-";"-";"-";"5";"-";"-";"10";"-";"-";"40";"-";"9";"-";"15";"-"
"Augusto Corrêa (PA)";"-";"-";"250";"-";"11";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"40";"-";"-";"-";"-";"-";"5";"4";"-";"-";"-";"10";"-";"-";"-";"-";"-";"100";"-";"3";"-";"8";"-"
"Aurora do Pará (PA)";"-";"-";"1225";"-";"5";"-";"...";"10";"-";"-";"-";"...";"-";"40";"-";"-";"3800";"-";"-";"-";"-";"5";"6";"-";"-";"-";"23";"-";"-";"-";"-";"-";"495";"-";"-";"-";"-";"-"
"Aveiro (PA)";"-";"-";"55";"-";"180";"-";"...";"571";"-";"-";"-";"...";"-";"-";"-";"20";"-";"-";"-";"-";"30";"13";"3";"-";"-";"-";"2";"-";"-";"-";"-";"-";"2";"-";"-";"-";"28";"-"
"Bagre (PA)";"-";"-";"11000";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Baião (PA)";"-";"-";"1700";"-";"-";"-";"...";"700";"30";"-";"30";"...";"-";"-";"-";"80";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1900";"-";"-";"-";"-";"-"
"Bannach (PA)";"-";"-";"-";"-";"15";"-";"...";"5";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Barcarena (PA)";"-";"-";"10000";"-";"62";"-";"...";"1700";"-";"-";"-";"...";"-";"-";"-";"305";"-";"-";"-";"-";"-";"45";"10";"-";"20";"-";"10";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-"
"Belém (PA)";"-";"-";"170";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Belterra (PA)";"2";"-";"30";"-";"130";"16";"...";"-";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"3";"-";"10";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"3";"-";"10";"-"
"Benevides (PA)";"-";"-";"625";"-";"35";"-";"...";"65";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"32";"-";"19";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bom Jesus do Tocantins (PA)";"-";"-";"15";"-";"15";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bonito (PA)";"-";"-";"150";"-";"40";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"25";"8800";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-"
"Bragança (PA)";"-";"-";"160";"-";"25";"-";"...";"25";"-";"-";"-";"...";"-";"-";"-";"65";"-";"-";"-";"-";"-";"18";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"40";"-";"4";"-";"2";"-"
"Brasil Novo (PA)";"-";"-";"300";"-";"400";"-";"...";"8391";"-";"-";"-";"...";"-";"-";"-";"5";"-";"-";"-";"-";"2";"10";"-";"-";"15";"-";"1";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-"
"Brejo Grande do Araguaia (PA)";"-";"-";"15";"-";"100";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Breu Branco (PA)";"-";"-";"72";"-";"3";"-";"...";"134";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"8";"-";"12";"-";"-";"-";"-";"-";"47";"-";"-";"-";"12";"-"
"Breves (PA)";"-";"-";"2810";"-";"160";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bujaru (PA)";"-";"-";"6200";"-";"5";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"430";"400";"-";"-";"-";"-";"6";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"340";"-";"-";"-";"-";"-"
"Cachoeira do Piriá (PA)";"-";"-";"800";"-";"50";"-";"...";"20";"-";"-";"-";"...";"-";"-";"-";"43";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"40";"-";"-";"-";"-";"-"
"Cachoeira do Arari (PA)";"-";"-";"600";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cametá (PA)";"-";"-";"30000";"-";"20";"-";"...";"6396";"16";"-";"16";"...";"-";"-";"-";"30";"-";"-";"-";"-";"-";"20";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"625";"-";"15";"-";"-";"-"
"Canaã dos Carajás (PA)";"-";"-";"100";"-";"480";"-";"...";"50";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"20";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Capanema (PA)";"-";"-";"70";"-";"6";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"180";"-";"-";"-";"-";"-";"20";"-";"-";"10";"-";"25";"-";"-";"-";"-";"-";"100";"-";"-";"-";"-";"-"
"Capitão Poço (PA)";"-";"-";"1000";"-";"135";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"800";"200";"-";"-";"-";"-";"10500";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"900";"-";"-";"-";"-";"-"
"Castanhal (PA)";"-";"-";"1200";"-";"120";"-";"...";"180";"-";"-";"-";"...";"-";"-";"-";"150";"919";"-";"-";"-";"-";"100";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"715";"-";"-";"-";"20";"-"
"Chaves (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Colares (PA)";"-";"-";"5";"-";"3";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"10";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Conceição do Araguaia (PA)";"-";"-";"-";"-";"25";"-";"...";"7";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Concórdia do Pará (PA)";"-";"-";"2600";"-";"60";"-";"...";"350";"-";"-";"-";"...";"-";"-";"-";"100";"22000";"-";"-";"-";"-";"15";"-";"-";"50";"-";"70";"-";"-";"-";"-";"-";"730";"-";"-";"-";"-";"-"
"Cumaru do Norte (PA)";"-";"-";"50";"-";"100";"50";"...";"20";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Curionópolis (PA)";"-";"-";"20";"-";"205";"-";"...";"20";"-";"-";"-";"...";"-";"-";"-";"40";"-";"-";"-";"-";"-";"-";"10";"-";"6";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Curralinho (PA)";"-";"-";"2550";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Curuá (PA)";"-";"-";"430";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-"
"Curuçá (PA)";"-";"-";"150";"-";"15";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"60";"45";"-";"-";"-";"-";"10";"-";"-";"40";"-";"-";"-";"-";"-";"-";"-";"190";"-";"-";"-";"5";"-"
"Dom Eliseu (PA)";"-";"-";"53";"-";"13";"-";"...";"41";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"220";"-";"-";"20";"-";"4";"-";"20";"-";"-";"-";"-";"-";"45";"-";"-";"-";"5";"-"
"Eldorado do Carajás (PA)";"-";"-";"60";"-";"300";"-";"...";"120";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"-";"-";"4";"4";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-"
"Faro (PA)";"-";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"2";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Floresta do Araguaia (PA)";"-";"-";"-";"-";"10";"-";"...";"4";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
