"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Valor da produção (Mil Reais)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Careiro da Várzea (AM)";"-";"-";"-";"-";"5250";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"150";"-";"125";"30";"-";"1000";"-";"1125";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Coari (AM)";"102";"-";"14220";"-";"9450";"-";"...";"3900";"213";"-";"213";"...";"-";"-";"-";"50";"-";"-";"-";"-";"250";"480";"105";"-";"390";"-";"540";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Codajás (AM)";"-";"-";"62400";"-";"3600";"-";"...";"250";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"270";"-";"-";"105";"-";"240";"-";"750";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Eirunepé (AM)";"192";"-";"118";"-";"1680";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"120";"-";"-";"-";"-";"-";"540";"288";"-";"840";"-";"2304";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"-"
"Envira (AM)";"128";"-";"270";"-";"2828";"-";"...";"-";"182";"-";"182";"...";"-";"-";"-";"60";"-";"-";"-";"-";"-";"480";"65";"-";"249";"-";"128";"-";"-";"-";"-";"-";"-";"-";"90";"-";"15";"-"
"Fonte Boa (AM)";"300";"-";"684";"-";"502";"-";"...";"60";"-";"-";"-";"...";"-";"-";"-";"8";"-";"-";"-";"-";"-";"272";"21";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Guajará (AM)";"24";"-";"-";"-";"224";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Humaitá (AM)";"-";"-";"36800";"-";"8400";"-";"...";"366";"3800";"-";"3800";"...";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"34";"-";"113";"-";"180";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ipixuna (AM)";"15";"-";"60";"-";"840";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-"
"Iranduba (AM)";"70";"-";"1404";"-";"11100";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"2700";"-";"-";"-";"1280";"-";"22500";"3460";"-";"22440";"-";"30960";"-";"-";"-";"-";"-";"-";"-";"1995";"-";"-";"-"
"Itacoatiara (AM)";"836";"-";"2471";"-";"73750";"-";"...";"240";"28";"-";"28";"...";"-";"-";"-";"660";"-";"-";"-";"3780";"1320";"6020";"810";"-";"14578";"-";"18150";"-";"-";"-";"-";"-";"-";"-";"1148";"-";"-";"-"
"Itamarati (AM)";"69";"-";"960";"-";"2100";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"120";"-";"-";"-";"-";"-";"180";"60";"-";"240";"-";"128";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Itapiranga (AM)";"-";"-";"-";"-";"1800";"-";"...";"30";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"210";"17";"-";"88";"-";"110";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Japurá (AM)";"-";"-";"384";"-";"230";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"23";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Juruá (AM)";"-";"-";"486";"-";"258";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Jutaí (AM)";"50";"-";"240";"-";"4400";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"21";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lábrea (AM)";"-";"-";"954";"-";"7150";"-";"...";"-";"623";"-";"623";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Manacapuru (AM)";"-";"-";"2880";"-";"26250";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"1200";"120";"15000";"1747";"-";"28800";"-";"30000";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Manaquiri (AM)";"-";"-";"240";"-";"7500";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"30";"-";"-";"-";"288";"-";"3600";"49";"-";"375";"-";"960";"-";"-";"-";"-";"-";"-";"-";"171";"-";"-";"-"
"Manaus (AM)";"-";"-";"1339";"-";"936";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"196";"-";"-";"-";"-";"-";"6414";"861";"-";"1500";"-";"1080";"-";"-";"-";"-";"-";"-";"-";"450";"-";"-";"-"
"Manicoré (AM)";"-";"-";"1235";"-";"148500";"-";"...";"2250";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"810";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Maraã (AM)";"-";"-";"420";"-";"108";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Maués (AM)";"-";"-";"-";"-";"1620";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"30";"-";"-";"-";"-";"22200";"180";"72";"-";"252";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nhamundá (AM)";"-";"-";"-";"-";"150";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"4";"-";"-";"-";"15";"-";"80";"18";"-";"30";"20";"98";"-";"-";"-";"-";"-";"-";"-";"33";"-";"-";"-"
"Nova Olinda do Norte (AM)";"-";"-";"288";"-";"4000";"-";"...";"1350";"40";"-";"40";"...";"-";"-";"-";"-";"-";"-";"-";"200";"22";"360";"54";"-";"700";"-";"725";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Airão (AM)";"-";"-";"660";"-";"3000";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"91";"-";"-";"-";"-";"-";"420";"18";"-";"400";"-";"520";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Aripuanã (AM)";"-";"-";"1750";"-";"22113";"-";"...";"2070";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"72";"120";"540";"90";"-";"270";"-";"1920";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Parintins (AM)";"-";"-";"-";"-";"2025";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"12";"-";"-";"-";"24";"720";"112";"21";"-";"140";"-";"342";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pauini (AM)";"36";"-";"-";"-";"9720";"-";"...";"90";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"159";"36";"-";"-";"-";"368";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Presidente Figueiredo (AM)";"36";"-";"3960";"-";"12390";"-";"...";"-";"116";"-";"116";"...";"-";"-";"-";"1050";"-";"-";"-";"192";"2440";"2880";"364";"-";"600";"-";"512";"-";"-";"-";"-";"-";"160";"-";"225";"-";"-";"-"
"Rio Preto da Eva (AM)";"43";"-";"3420";"-";"18525";"-";"...";"-";"756";"-";"756";"...";"-";"-";"-";"643";"-";"-";"-";"750";"-";"28160";"57";"-";"2720";"-";"706";"-";"-";"-";"-";"-";"-";"-";"330";"-";"-";"-"
"Santa Isabel do Rio Negro (AM)";"48";"-";"576";"-";"1995";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"75";"-";"-";"-"
"Santo Antônio do Içá (AM)";"54";"-";"946";"-";"5847";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"14";"-";"-";"-";"150";"-";"-";"45";"-";"540";"120";"600";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gabriel da Cachoeira (AM)";"186";"-";"3600";"-";"5400";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"285";"-";"-";"-";"30";"-";"300";"1200";"-";"400";"-";"384";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"-"
"São Paulo de Olivença (AM)";"168";"-";"153";"-";"7000";"-";"...";"30";"7";"-";"7";"...";"-";"-";"-";"60";"-";"-";"-";"75";"-";"200";"86";"-";"450";"120";"-";"-";"-";"-";"-";"-";"-";"-";"75";"-";"-";"-"
"São Sebastião do Uatumã (AM)";"-";"-";"-";"-";"2900";"-";"...";"-";"20";"-";"20";"...";"-";"-";"-";"48";"-";"-";"-";"448";"348";"150";"-";"-";"150";"-";"736";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-"
"Silves (AM)";"-";"-";"1162";"-";"495";"-";"...";"-";"720";"-";"720";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"700";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tabatinga (AM)";"144";"-";"84";"-";"1339";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"48";"-";"-";"-";"60";"70";"200";"162";"-";"135";"60";"-";"-";"-";"-";"-";"-";"240";"-";"-";"-";"-";"-"
"Tapauá (AM)";"-";"-";"4250";"-";"3036";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"48";"-";"-";"-";"-";"-";"-";"20";"-";"84";"-";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tefé (AM)";"54";"-";"4420";"-";"3432";"-";"...";"390";"-";"-";"-";"...";"-";"-";"-";"22";"-";"-";"-";"150";"-";"1170";"88";"-";"100";"-";"128";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tonantins (AM)";"32";"-";"264";"-";"846";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"18";"-";"-";"-";"115";"-";"40";"45";"-";"209";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Uarini (AM)";"-";"-";"431";"-";"479";"-";"...";"38";"-";"-";"-";"...";"-";"-";"-";"25";"-";"-";"-";"18";"-";"85";"39";"-";"102";"-";"114";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Urucará (AM)";"-";"-";"192";"-";"3570";"-";"...";"510";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"3465";"500";"51";"-";"-";"-";"294";"-";"-";"-";"-";"-";"-";"-";"61";"-";"14";"-"
"Urucurituba (AM)";"-";"-";"630";"-";"1890";"-";"...";"2250";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"14";"240";"63";"-";"353";"-";"653";"-";"-";"-";"-";"-";"-";"-";"81";"-";"-";"-"
"Amajari (RR)";"-";"-";"519";"-";"11100";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"320";"130";"-";"136";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alto Alegre (RR)";"-";"-";"-";"-";"1470";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"540";"1181";"-";"941";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Boa Vista (RR)";"-";"-";"-";"-";"9000";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"180";"-";"-";"-";"-";"-";"2296";"1875";"-";"2640";"1200";"2700";"-";"-";"-";"-";"-";"-";"-";"500";"-";"-";"-"
"Bonfim (RR)";"-";"-";"-";"-";"7288";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"616";"360";"-";"-";"-";"32240";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cantá (RR)";"-";"-";"-";"-";"1400";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"320";"672";"-";"1020";"-";"1000";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caracaraí (RR)";"-";"-";"-";"-";"7146";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2400";"16000";"-";"66";"-";"256";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caroebe (RR)";"-";"-";"6000";"-";"51000";"-";"...";"26000";"-";"-";"-";"...";"-";"-";"-";"33";"1438";"-";"-";"-";"-";"1184";"255";"-";"306";"-";"104";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Iracema (RR)";"-";"-";"154";"-";"936";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"235";"210";"-";"56";"-";"400";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mucajaí (RR)";"-";"-";"1018";"-";"12150";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"940";"376";"-";"1360";"-";"1350";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Normandia (RR)";"-";"-";"-";"-";"3800";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"144";"-";"-";"-";"-";"-";"105";"60";"-";"-";"-";"538";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pacaraima (RR)";"-";"-";"103";"-";"6650";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"94";"64";"-";"177";"-";"265";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rorainópolis (RR)";"-";"-";"3841";"-";"9065";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"240";"15153";"-";"-";"-";"-";"5600";"1750";"-";"680";"-";"2248";"-";"-";"-";"-";"-";"-";"-";"408";"-";"-";"-"
"São João da Baliza (RR)";"-";"-";"1120";"-";"27000";"-";"...";"480";"-";"-";"-";"...";"-";"-";"-";"252";"8077";"-";"-";"158";"-";"1380";"-";"-";"142";"188";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Luiz (RR)";"-";"-";"1647";"-";"4070";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"334";"1356";"-";"-";"-";"-";"891";"410";"-";"-";"390";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Uiramutã (RR)";"-";"-";"-";"-";"512";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"-";"-";"52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"52";"-";"-";"-"
"Abaetetuba (PA)";"-";"-";"672000";"-";"900";"-";"...";"4230";"245";"-";"245";"...";"-";"-";"-";"4620";"22500";"-";"-";"-";"-";"522";"145";"-";"-";"-";"528";"-";"-";"-";"-";"-";"1230";"-";"-";"-";"41";"-"
"Abel Figueiredo (PA)";"-";"-";"736";"-";"108";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"810";"-";"-";"-";"-";"-"
"Acará (PA)";"-";"-";"480000";"-";"5357";"-";"...";"36848";"-";"-";"-";"...";"-";"-";"-";"16800";"227541";"-";"-";"-";"-";"622";"818";"-";"160";"-";"228";"-";"-";"-";"-";"-";"66000";"-";"-";"-";"-";"-"
"Afuá (PA)";"-";"-";"-";"-";"658";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Água Azul do Norte (PA)";"-";"-";"1225";"-";"2388";"-";"...";"4934";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alenquer (PA)";"-";"-";"28221";"-";"3825";"-";"...";"10920";"-";"-";"-";"...";"-";"-";"-";"196";"-";"-";"-";"-";"-";"4940";"5582";"-";"488";"-";"532";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Almeirim (PA)";"-";"-";"3983";"-";"3960";"-";"...";"1532";"621";"-";"621";"...";"-";"108";"-";"173";"-";"-";"-";"-";"-";"297";"-";"-";"550";"-";"375";"-";"-";"-";"-";"-";"1960";"-";"-";"-";"-";"-"
"Altamira (PA)";"-";"-";"1232";"-";"27644";"-";"...";"338966";"-";"-";"-";"...";"-";"-";"-";"270";"-";"-";"-";"91";"-";"825";"171";"-";"228";"-";"330";"-";"-";"-";"-";"-";"240";"-";"-";"-";"420";"-"
"Anajás (PA)";"-";"-";"359529";"-";"4410";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ananindeua (PA)";"-";"-";"678";"-";"360";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Anapu (PA)";"-";"-";"6475";"-";"29383";"-";"...";"518010";"-";"-";"-";"...";"-";"-";"-";"1386";"-";"-";"-";"-";"-";"1080";"180";"-";"-";"-";"160";"-";"-";"37";"-";"-";"2400";"-";"324";"-";"225";"-"
"Augusto Corrêa (PA)";"-";"-";"6718";"-";"167";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"269";"-";"-";"-";"-";"-";"78";"66";"-";"-";"-";"225";"-";"-";"-";"-";"-";"6981";"-";"10";"-";"64";"-"
"Aurora do Pará (PA)";"-";"-";"23590";"-";"222";"-";"...";"359";"-";"-";"-";"...";"-";"75";"-";"-";"38582";"-";"-";"-";"-";"95";"211";"-";"-";"-";"1362";"-";"-";"-";"-";"-";"38734";"-";"-";"-";"-";"-"
"Aveiro (PA)";"-";"-";"990";"-";"5444";"-";"...";"14036";"-";"-";"-";"...";"-";"-";"-";"118";"-";"-";"-";"-";"270";"312";"50";"-";"-";"-";"72";"-";"-";"-";"-";"-";"56";"-";"-";"-";"300";"-"
"Bagre (PA)";"-";"-";"358336";"-";"200";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Baião (PA)";"-";"-";"56206";"-";"-";"-";"...";"21105";"300";"-";"300";"...";"-";"-";"-";"548";"480";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"103383";"-";"-";"-";"-";"-"
"Bannach (PA)";"-";"-";"-";"-";"720";"-";"...";"300";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Barcarena (PA)";"-";"-";"420000";"-";"1195";"-";"...";"51255";"-";"-";"-";"...";"-";"-";"-";"6065";"-";"-";"-";"-";"-";"878";"159";"-";"993";"-";"266";"-";"-";"-";"-";"-";"1230";"-";"-";"-";"-";"-"
"Belém (PA)";"-";"-";"3400";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Belterra (PA)";"91";"-";"736";"-";"2652";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"16";"-";"-";"-";"120";"-";"160";"205";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2213";"-";"33";"-";"96";"-"
"Benevides (PA)";"-";"-";"7812";"-";"1155";"-";"...";"1265";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"672";"-";"798";"-";"673";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bom Jesus do Tocantins (PA)";"-";"-";"500";"-";"444";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"109";"-";"-";"-";"-";"-";"-";"1647";"-";"-";"-";"82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bonito (PA)";"-";"-";"8324";"-";"1389";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"140";"116248";"-";"-";"-";"-";"105";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3360";"-";"-";"-";"-";"-"
"Bragança (PA)";"-";"-";"3648";"-";"606";"-";"...";"291";"-";"-";"-";"...";"-";"-";"-";"426";"-";"-";"-";"-";"-";"265";"124";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2621";"-";"12";"-";"14";"-"
"Brasil Novo (PA)";"-";"-";"6300";"-";"10000";"-";"...";"291773";"-";"-";"-";"...";"-";"-";"-";"90";"-";"-";"-";"-";"16";"405";"-";"-";"788";"-";"30";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-"
"Brejo Grande do Araguaia (PA)";"-";"-";"315";"-";"3750";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"158";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Breu Branco (PA)";"-";"-";"2298";"-";"108";"-";"...";"4895";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"197";"-";"549";"-";"529";"-";"-";"-";"-";"-";"3465";"-";"-";"-";"216";"-"
"Breves (PA)";"-";"-";"75096";"-";"3840";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"365";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bujaru (PA)";"-";"-";"211650";"-";"228";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"7530";"4974";"-";"-";"-";"-";"144";"132";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20400";"-";"-";"-";"-";"-"
"Cachoeira do Piriá (PA)";"-";"-";"9278";"-";"1279";"-";"...";"68";"-";"-";"-";"...";"-";"-";"-";"240";"-";"-";"-";"-";"-";"-";"57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2869";"-";"-";"-";"-";"-"
"Cachoeira do Arari (PA)";"-";"-";"6624";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cametá (PA)";"-";"-";"804933";"-";"534";"-";"...";"95950";"200";"-";"200";"...";"-";"-";"-";"840";"-";"-";"-";"-";"-";"300";"540";"-";"-";"-";"-";"-";"-";"-";"-";"-";"53816";"-";"282";"-";"-";"-"
"Canaã dos Carajás (PA)";"-";"-";"2400";"-";"27000";"-";"...";"2400";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"136";"-";"1008";"-";"320";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Capanema (PA)";"-";"-";"1101";"-";"264";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1512";"-";"-";"-";"-";"-";"453";"-";"-";"343";"-";"1166";"-";"-";"-";"-";"-";"7140";"-";"-";"-";"-";"-"
"Capitão Poço (PA)";"-";"-";"55433";"-";"6430";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"5236";"1465";"-";"-";"-";"-";"308146";"-";"-";"-";"-";"502";"-";"-";"-";"-";"-";"69330";"-";"-";"-";"-";"-"
"Castanhal (PA)";"-";"-";"34877";"-";"3251";"-";"...";"6478";"-";"-";"-";"...";"-";"-";"-";"1373";"12517";"-";"-";"-";"-";"2330";"-";"-";"669";"-";"-";"-";"-";"-";"-";"-";"58215";"-";"-";"-";"70";"-"
"Chaves (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Colares (PA)";"-";"-";"95";"-";"101";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"38";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Conceição do Araguaia (PA)";"-";"-";"-";"-";"594";"-";"...";"330";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Concórdia do Pará (PA)";"-";"-";"50700";"-";"1980";"-";"...";"11750";"-";"-";"-";"...";"-";"-";"-";"814";"165000";"-";"-";"-";"-";"360";"-";"-";"2030";"-";"1680";"-";"-";"-";"-";"-";"45990";"-";"-";"-";"-";"-"
"Cumaru do Norte (PA)";"-";"-";"796";"-";"6012";"255";"...";"1200";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"428";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Curionópolis (PA)";"-";"-";"360";"-";"8202";"-";"...";"960";"-";"-";"-";"...";"-";"-";"-";"640";"-";"-";"-";"-";"-";"-";"300";"-";"252";"-";"800";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Curralinho (PA)";"-";"-";"96878";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Curuá (PA)";"-";"-";"16555";"-";"240";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-"
"Curuçá (PA)";"-";"-";"4876";"-";"682";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"420";"544";"-";"-";"-";"-";"137";"-";"-";"1321";"-";"-";"-";"-";"-";"-";"-";"12586";"-";"-";"-";"26";"-"
